code	speaker	gender	stim	rep	sent	metre_ID	stim_metre	ana_text	nuc_pre_text	ana_has_word_end	nuc_is_new_word	tot_syls	ana_syls	tot_feet	cur_foot	foot_syls	wrd_end_syl	acc_phon	phr_phon	init_phon	fin_phon	v_text	phr_end_t	ana_end_t	foot_start_t	foot_end_t	stress_end_t	wrd_fin_syl_start_t	wrd_end_t	v_onset_t	v_offset_t	s_t	e_t	l_t	h_t	l_syl_start_t	l_syl_end_t	h_syl_start_t	h_syl_end_t	v_grand_mean_t	l_grand_mean_t	h_grand_mean_t	s_grand_mean_t	e_grand_mean_t	v_syl	l_syl	h_syl	l_syl_ratio	h_syl_ratio	s_f0	e_f0	v_onset_f0	l_f0	h_f0	lh_slope	lh_slope_z	lh_mean_f0	lh_med_f0	utt_mean_f0	utt_slope	utt_slope_z	spkr_f0_mean	spkr_f0_SD	spkr_f0_min	spkr_f0_med	location
F5_MDQ3_2	F5	F	MDQ3	2	You've HIDDen the VALuables	133	MDQ3_133	?	?	?	?	7	1	2	2	3	3	L*^[H]	% (*) L*^[H] L%	%	L%	V	1036	114	384	1036	620	672	1036	445	566	4	835	503	757	384	620	672	1036	503	559	826	5	909	5	5	7	0.50	0.23	93.13	96.26	91.45	90.55	103.65	62.325	17.935	96.40	95.81	94.60	10.106	2.908	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MDQ3_3	F5	F	MDQ3	3	you've HIDDen the VALuables	133	MDQ3_133	?	?	?	?	7	1	2	1	3	2	H*	% H* L*^[H] L%	%	L%	V	1035	137	137	404	254	254	357	170	221	4	860	170	197	137	254	137	254	180	180	219	4	921	2	2	2	0.28	0.51	91.29	96.67	93.77	93.77	94.05	10.723	3.086	93.94	93.96	95.12	12.233	3.52	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MDQ3_3	F5	F	MDQ3	3	you've HIDDen the VALuables	133	MDQ3_133	?	?	?	?	7	1	2	2	3	3	L*^[H]	% H* L*^[H] L%	%	L%	V	1035	137	404	1035	641	699	1035	452	578	4	860	499	772	404	641	699	1035	491	536	820	4	921	5	5	7	0.40	0.22	91.29	96.67	91.08	90.68	103.89	61.567	17.717	97.65	98.00	95.12	12.233	3.52	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MDQ3_r1	F5	F	MDQ3	r1	you've HIDDen the VALuables	133	MDQ3_133	?	?	?	?	7	1	2	1	3	2	(*)	% (*) L*^[H] %	%	%	V	1025	122	122	400	258	258	354	181	221	36	830	149	312	122	258	258	354	206	166	353	39	904	2	2	3	0.20	0.56	88.56	97.83	89.65	88.94	90.29	6.624	1.906	89.98	90.17	91.56	12.546	3.61	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MDQ3_r1	F5	F	MDQ3	r1	you've HIDDen the VALuables	133	MDQ3_133	?	?	?	?	7	1	2	2	3	3	L*^[H]	% (*) L*^[H] %	%	%	V	1025	122	400	1025	625	679	1025	449	571	36	830	526	773	400	625	679	1025	494	572	841	39	904	5	5	7	0.56	0.27	88.56	97.83	88.19	86.99	99.56	58.169	16.739	94.14	95.12	91.56	12.546	3.61	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MDQ3_r2	F5	F	MDQ3	r2	You've HIDDen the VALuables	133	MDQ3_133	?	?	?	?	7	1	2	1	3	2	(*)	% (*) L*^[H L%]	%	L%]	V	1037	119	119	389	284	284	348	147	216	6	838	141	182	119	284	119	284	161	155	197	7	912	2	2	2	0.13	0.38	90.51	95.90	90.49	90.42	91.32	27.195	7.826	90.93	90.96	91.91	9.912	2.852	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MDQ3_r2	F5	F	MDQ3	r2	You've HIDDen the VALuables	133	MDQ3_133	?	?	?	?	7	1	2	2	3	3	L*^[H	% (*) L*^[H L%]	%	L%]	V	1037	119	389	1037	611	670	1037	446	558	6	838	526	773	389	611	670	1037	503	584	844	7	912	5	5	7	0.62	0.28	90.51	95.90	88.77	87.62	101.47	61.001	17.554	94.05	94.35	91.91	9.912	2.852	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MDQ3_r3	F5	F	MDQ3	r3	you've HIDDen the VALuables	133	MDQ3_133	?	?	?	?	7	1	2	1	3	2	(*)	% (*) L*^[H L%]	%	L%]	V	1037	136	136	414	291	291	362	160	236	4	854	165	204	136	291	136	291	158	164	207	4	919	2	2	2	0.19	0.44	90.70	94.88	90.78	90.84	91.54	20.413	5.874	91.26	91.31	92.71	10.924	3.144	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MDQ3_r3	F5	F	MDQ3	r3	you've HIDDen the VALuables	133	MDQ3_133	?	?	?	?	7	1	2	2	3	3	L*^[H	% (*) L*^[H L%]	%	L%]	V	1037	136	414	1037	641	688	1037	464	580	4	854	543	774	414	641	688	1037	495	573	831	4	919	5	5	7	0.57	0.25	90.70	94.88	89.51	89.00	102.41	66.27	19.071	95.49	95.59	92.71	10.924	3.144	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH1_1	F5	F	MWH1	1	WHO VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	1	1	1	H*	% H* L*!H L*H %	%	%	V	1086	0	0	133	133	-0.4	133	44	132	37	937	53	108	0	133	0	133	51	62	126	43	997	1	1	1	0.40	0.81	94.09	92.14	94.12	94.23	95.55	26.956	7.757	95.03	95.12	91.66	-4.94	-1.421	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH1_1	F5	F	MWH1	1	WHO VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	2	3	2	L*!H	% H* L*!H L*H %	%	%	V	1086	0	133	560	389	389	522	189	327	37	937	312	448	133	389	389	522	209	328	464	43	997	2	2	3	0.70	0.44	94.09	92.14	94.32	90.67	92.64	17.092	4.918	91.73	91.76	91.66	-4.94	-1.421	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH1_1	F5	F	MWH1	1	WHO VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	3	2	2	L*H	% H* L*!H L*H %	%	%	V	1086	0	560	1086	856	856	1086	616	794	37	937	711	902	560	856	856	1086	662	758	957	43	997	5	5	6	0.51	0.20	94.09	92.14	89.95	87.41	93.61	37.107	10.678	90.06	89.66	91.66	-4.94	-1.421	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH1_2	F5	F	MWH1	2	WHO VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	1	1	1	H*	% H* L*!H L*H %	%	%	V	1299	0	0	218	218	-0.1	218	66	186	62	1125	90	154	0	218	0	218	47	64	109	44	975	1	1	1	0.41	0.71	93.39	91.41	93.39	93.36	94.05	13.073	3.762	93.77	93.82	91.24	-3.465	-0.997	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH1_2	F5	F	MWH1	2	WHO VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	2	3	2	L*!H	% H* L*!H L*H %	%	%	V	1299	0	218	717	469	469	673	278	412	62	1125	363	555	218	469	469	673	214	298	461	44	975	2	2	3	0.58	0.42	93.39	91.41	92.38	90.30	92.59	13.996	4.028	91.49	91.51	91.24	-3.465	-0.997	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH1_2	F5	F	MWH1	2	WHO VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	3	2	2	L*H	% H* L*!H L*H %	%	%	V	1299	0	717	1299	1061	1061	1299	785	962	62	1125	878	1088	717	1061	1061	1299	665	745	934	44	975	5	5	6	0.47	0.11	93.39	91.41	89.70	87.65	92.70	26.617	7.66	89.90	89.75	91.24	-3.465	-0.997	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH1_3	F5	F	MWH1	3	WHO VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	1	1	1	H*	% H* L*!H L*H %	%	%	V	1214	0	0	185	185	-0.4	185	94	184	110	1041	63	162	0	185	0	185	79	53	136	92	985	1	1	1	0.34	0.88	92.69	91.49	92.46	90.79	93.28	22.163	6.378	92.54	92.72	90.71	-2.839	-0.817	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH1_3	F5	F	MWH1	3	WHO VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	2	3	2	L*!H	% H* L*!H L*H %	%	%	V	1214	0	185	653	449	449	613	250	393	110	1041	365	513	185	449	449	613	216	324	456	92	985	2	2	3	0.68	0.39	92.69	91.49	92.52	90.09	91.10	9.859	2.837	90.34	90.23	90.71	-2.839	-0.817	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH1_3	F5	F	MWH1	3	WHO VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	3	2	2	L*H	% H* L*!H L*H %	%	%	V	1214	0	653	1214	965	965	1214	711	892	110	1041	838	1009	653	965	965	1214	661	783	951	92	985	5	5	6	0.59	0.18	92.69	91.49	89.67	87.37	92.69	35.876	10.324	89.99	89.99	90.71	-2.839	-0.817	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH1_4	F5	F	MWH1	4	WHO VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	1	1	1	H*	% H* L*!H L*H %	%	%	V	1254	0	0	168	168	0.3	168	57	166	53	1081	64	126	0	168	0	168	53	59	116	49	989	1	1	1	0.38	0.75	92.97	91.82	92.98	93.02	93.68	11.669	3.358	93.44	93.50	91.35	-2.544	-0.732	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH1_4	F5	F	MWH1	4	WHO VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	2	3	2	L*!H	% H* L*!H L*H %	%	%	V	1254	0	168	647	450	450	600	229	374	53	1081	329	500	168	450	450	600	209	297	449	49	989	2	2	3	0.57	0.33	92.97	91.82	92.62	90.42	92.56	14.429	4.152	91.42	91.42	91.35	-2.544	-0.732	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH1_4	F5	F	MWH1	4	WHO VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	3	2	2	L*H	% H* L*!H L*H %	%	%	V	1254	0	647	1254	999	999	1254	713	928	53	1081	823	1039	647	999	999	1254	662	755	946	49	989	5	5	6	0.50	0.16	92.97	91.82	90.24	87.89	93.30	25.701	7.396	90.22	89.98	91.35	-2.544	-0.732	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH1_5	F5	F	MWH1	5	WHO VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	1	1	1	H*	% H* L*!H L*H %	%	%	V	1331	0	0	216	216	-0.4	216	87	211	67	1159	91	148	0	216	0	216	62	65	106	48	969	1	1	1	0.42	0.69	91.06	90.61	92.79	93.12	94.33	20.519	5.905	94.00	94.17	90.48	-3.893	-1.12	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH1_5	F5	F	MWH1	5	WHO VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	2	3	2	L*!H	% H* L*!H L*H %	%	%	V	1331	0	216	723	506	506	683	273	415	67	1159	363	573	216	506	506	683	204	281	455	48	969	2	2	3	0.51	0.38	91.06	90.61	92.56	89.68	91.86	11.774	3.388	90.69	90.63	90.48	-3.893	-1.12	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH1_5	F5	F	MWH1	5	WHO VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	3	2	2	L*H	% H* L*!H L*H %	%	%	V	1331	0	723	1331	1103	1103	1331	792	1003	67	1159	888	1121	723	1103	1103	1331	660	735	925	48	969	5	5	6	0.43	0.08	91.06	90.61	88.42	86.53	92.24	27.488	7.91	89.42	89.60	90.48	-3.893	-1.12	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH2_1	F5	F	MWH2	1	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	1	3	1	H*	% H* L* L*H %	%	%	V	1007	0	0	252	107	0.3	107	26	106	5	902	16	50	0	107	0	107	36	22	70	7	974	1	1	1	0.15	0.47	94.12	91.85	94.03	94.04	94.16	5.443	1.566	94.08	94.08	90.10	-5.454	-1.569	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH2_1	F5	F	MWH2	1	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	2	3	1	L*	% H* L* L*H %	%	%	V	1007	0	252	588	413	252	413	306	365	5	902	379	454	252	413	413	541	385	470	540	7	974	4	4	5	0.79	0.32	94.12	91.85	89.51	89.25	89.55	4.067	1.17	89.20	89.15	90.10	-5.454	-1.569	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH2_1	F5	F	MWH2	1	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	3	2	2	L*H	% H* L* L*H %	%	%	V	1007	0	588	1007	815	815	1007	648	770	5	902	739	885	588	815	815	1007	722	819	960	7	974	7	7	8	0.67	0.36	94.12	91.85	88.40	86.56	92.18	45.862	13.198	89.01	88.68	90.10	-5.454	-1.569	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH2_2	F5	F	MWH2	2	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	1	3	1	H*	% H* L* L*H %	%	%	V	985	0	0	285	123	0.4	123	28	120	0	934	26	115	0	123	0	123	34	32	140	0	1005	1	1	1	0.21	0.93	94.47	91.10	92.77	92.78	92.99	2.234	0.643	92.92	92.92	90.09	-3.35	-0.964	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH2_2	F5	F	MWH2	2	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	2	3	1	L*	% H* L* L*H %	%	%	V	985	0	285	610	444	285	444	336	398	0	934	401	492	285	444	444	561	382	458	548	0	1005	4	4	5	0.73	0.41	94.47	91.10	89.26	88.51	88.88	6.456	1.858	88.43	88.37	90.09	-3.35	-0.964	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH2_2	F5	F	MWH2	2	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	3	2	2	L*H	% H* L* L*H %	%	%	V	985	0	610	985	843	843	985	660	812	0	934	773	897	610	843	843	985	711	827	962	0	1005	7	7	8	0.70	0.38	94.47	91.10	88.75	87.84	92.81	50.673	14.582	90.11	90.01	90.09	-3.35	-0.964	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH2_3	F5	F	MWH2	3	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	1	3	1	H*	% H* L* L*H %	%	%	V	993	0	0	301	143	0.5	143	35	141	0	974	30	137	0	143	0	143	37	31	144	0	1037	1	1	1	0.21	0.96	93.34	91.21	92.00	91.98	92.16	-0.151	-0.044	92.00	92.00	89.98	-2.638	-0.759	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH2_3	F5	F	MWH2	3	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	2	3	1	L*	% H* L* L*H %	%	%	V	993	0	301	645	473	301	473	354	415	0	974	410	528	301	473	473	599	380	441	551	0	1037	4	4	5	0.63	0.44	93.34	91.21	89.39	88.88	88.90	0.348	0.1	88.89	88.88	89.98	-2.638	-0.759	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH2_3	F5	F	MWH2	3	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	3	2	2	L*H	% H* L* L*H %	%	%	V	993	0	645	993	881	881	993	698	812	0	974	783	943	645	881	881	993	713	799	991	0	1037	7	7	8	0.58	0.55	93.34	91.21	88.13	87.66	92.53	33.917	9.76	89.88	89.77	89.98	-2.638	-0.759	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH2_4	F5	F	MWH2	4	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	1	3	1	H*	% H* L* L*H %	%	%	V	1053	0	0	302	161	-0.10	161	58	161	0	1023	84	164	0	161	161	253	54	78	153	0	1035	1	1	2	0.52	0.03	91.85	90.25	91.18	91.45	92.29	12.118	3.487	91.88	91.85	89.32	-2.624	-0.755	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH2_4	F5	F	MWH2	4	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	2	3	1	L*	% H* L* L*H %	%	%	V	1053	0	302	652	494	302	494	362	430	0	1023	432	506	302	494	494	604	380	449	519	0	1035	4	4	5	0.68	0.11	91.85	90.25	88.45	87.72	88.06	5.279	1.519	87.90	87.91	89.32	-2.624	-0.755	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH2_4	F5	F	MWH2	4	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	3	2	2	L*H	% H* L* L*H %	%	%	V	1053	0	652	1053	886	886	1053	700	835	0	1023	793	975	652	886	886	1053	708	804	987	0	1035	7	7	8	0.60	0.53	91.85	90.25	87.84	86.10	91.56	39.819	11.459	88.92	88.95	89.32	-2.624	-0.755	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH2_5	F5	F	MWH2	5	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	1	3	1	H*	% H* L*!H L*H %	%	%	V	1080	0	0	392	193	-0.5	193	61	191	3	1068	133	180	0	193	0	193	47	103	140	2	1032	1	1	1	0.69	0.93	90.98	90.38	91.70	90.96	91.63	17.211	4.953	91.23	91.19	89.37	-2.385	-0.686	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH2_5	F5	F	MWH2	5	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	2	3	1	L*!H	% H* L*!H L*H %	%	%	V	1080	0	392	745	559	392	559	437	499	3	1068	496	700	392	559	693	745	372	438	612	2	1032	4	4	6	0.62	0.13	90.98	90.38	88.00	87.70	88.66	4.629	1.332	88.32	88.42	89.37	-2.385	-0.686	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH2_5	F5	F	MWH2	5	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	3	2	2	L*H	% H* L*!H L*H %	%	%	V	1080	0	745	1080	962	962	1094	790	901	3	1068	865	1035	745	962	962	1094	709	792	991	2	1032	7	7	8	0.55	0.55	90.98	90.38	88.15	87.60	91.55	28.518	8.207	88.84	88.19	89.37	-2.385	-0.686	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH3_r1	F5	F	MWH3	r1	WHERE'VE you HIDDen the VALuables	0233	MWH3_0233	?	?	?	?	8	0	3	1	2	1	H*	% H* L* L*H %	%	%	R	1150	0	0	280	170	0.4	170	56	114	5	978	44	109	0	170	0	170	64	50	124	6	1007	1	1	1	0.26	0.64	93.73	93.63	93.69	93.68	93.97	4.956	1.426	93.77	93.73	91.69	-0.794	-0.229	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH3_r1	F5	F	MWH3	r1	WHERE'VE you HIDDen the VALuables	0233	MWH3_0233	?	?	?	?	8	0	3	2	3	2	L*	% H* L* L*H %	%	%	V	1150	0	280	551	459	459	516	329	392	5	978	388	493	280	459	459	516	319	373	483	6	1007	3	3	4	0.60	0.60	93.73	93.63	90.77	90.40	90.72	3.531	1.016	90.37	90.31	91.69	-0.794	-0.229	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH3_r1	F5	F	MWH3	r1	WHERE'VE you HIDDen the VALuables	0233	MWH3_0233	?	?	?	?	8	0	3	3	3	3	L*H	% H* L* L*H %	%	%	V	1150	0	551	1150	773	822	1150	597	713	5	978	687	946	551	773	822	1150	608	696	973	6	1007	6	6	8	0.61	0.38	93.73	93.63	89.55	88.60	95.30	30.182	8.686	92.00	92.25	91.69	-0.794	-0.229	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH3_r2	F5	F	MWH3	r2	WHERE'VE you HIDDen the VALuables	0233	MWH3_0233	?	?	?	?	8	0	3	1	2	1	H*	% H* L* L*H %	%	%	R	1176	0	0	269	162	0.10	162	53	122	22	986	54	91	0	162	0	162	63	65	109	26	996	1	1	1	0.33	0.56	94.79	93.67	93.69	93.67	93.44	-4.615	-1.328	93.51	93.50	91.52	-0.112	-0.032	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH3_r2	F5	F	MWH3	r2	WHERE'VE you HIDDen the VALuables	0233	MWH3_0233	?	?	?	?	8	0	3	2	3	2	L*	% H* L* L*H %	%	%	V	1176	0	269	554	435	435	511	337	390	22	986	385	498	269	435	435	511	341	389	501	26	996	3	3	4	0.70	0.83	94.79	93.67	91.08	90.06	90.37	4.222	1.215	89.99	89.90	91.52	-0.112	-0.032	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH3_r2	F5	F	MWH3	r2	WHERE'VE you HIDDen the VALuables	0233	MWH3_0233	?	?	?	?	8	0	3	3	3	3	L*H	% H* L* L*H %	%	%	V	1176	0	554	1176	779	834	1176	591	721	22	986	687	949	554	779	834	1176	599	691	958	26	996	6	6	8	0.59	0.34	94.79	93.67	89.97	88.58	94.98	26.199	7.539	91.91	92.35	91.52	-0.112	-0.032	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH3_r3	F5	F	MWH3	r3	WHERE'VE you HIDDen the VALuaBLES	0233	MWH3_0233	?	?	?	?	8	0	3	1	2	1	H*	% H* L* L*H %	%	%	R	1162	0	0	284	170	0.4	170	39	120	0	973	42	92	0	170	0	170	45	48	105	0	997	1	1	1	0.25	0.54	94.66	94.50	94.67	94.68	94.76	1.639	0.472	94.71	94.70	91.75	-1.374	-0.395	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH3_r3	F5	F	MWH3	r3	WHERE'VE you HIDDen the VALuaBLES	0233	MWH3_0233	?	?	?	?	8	0	3	2	3	2	L*	% H* L* L*H %	%	%	V	1162	0	284	554	446	446	515	358	400	0	973	390	496	284	446	446	515	349	381	493	0	997	3	3	4	0.65	0.72	94.66	94.50	90.70	90.80	90.52	-2.013	-0.579	90.67	90.66	91.75	-1.374	-0.395	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH3_r3	F5	F	MWH3	r3	WHERE'VE you HIDDen the VALuaBLES	0233	MWH3_0233	?	?	?	?	8	0	3	3	3	3	L*H	% H* L* L*H %	%	%	V	1162	0	554	1162	770	821	1162	604	715	0	973	704	930	554	770	821	1162	613	714	952	0	997	6	6	8	0.69	0.32	94.66	94.50	89.56	88.45	95.55	36.999	10.647	91.96	92.00	91.75	-1.374	-0.395	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH3_r4	F5	F	MWH3	r4	WHERE'VE you HIDDen the VALuables	0233	MWH3_0233	?	?	?	?	8	0	3	1	2	1	H*	%H H* L* L*H %	%H	%	R	1158	0	0	269	162	-0.2	162	40	110	12	978	80	93	0	162	0	162	48	96	111	14	1000	1	1	1	0.49	0.57	95.60	93.93	95.11	94.42	94.37	-2.766	-0.796	94.41	94.41	91.65	-1.207	-0.347	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH3_r4	F5	F	MWH3	r4	WHERE'VE you HIDDen the VALuables	0233	MWH3_0233	?	?	?	?	8	0	3	2	3	2	L*	%H H* L* L*H %	%H	%	V	1158	0	269	547	443	443	511	332	382	12	978	387	503	269	443	443	511	333	385	505	14	1000	3	3	4	0.68	0.88	95.60	93.93	91.38	90.12	90.50	4.727	1.36	90.37	90.40	91.65	-1.207	-0.347	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
F5_MWH3_r4	F5	F	MWH3	r4	WHERE'VE you HIDDen the VALuables	0233	MWH3_0233	?	?	?	?	8	0	3	3	3	3	L*H	%H H* L* L*H %	%H	%	V	1158	0	547	1158	776	827	1158	603	724	12	978	687	943	547	776	827	1158	616	696	963	14	1000	6	6	8	0.61	0.35	95.60	93.93	89.25	88.51	95.30	30.472	8.769	91.85	91.87	91.65	-1.207	-0.347	92.292	3.475	85.542	91.558	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F5/sentence_modes/
